3.20E+02,2.40E+02,0.00E+00,3.20E+02,2.40E+02,0.00E+00,,,
3.20E+02,2.40E+02,2.02E-04,3.20E+02,2.40E+02,-1.42E-05,,,
3.16E+02,2.36E+02,-1.14E-02,3.16E+02,2.36E+02,-1.27E-02,,,
3.18E+02,2.34E+02,-3.90E-03,3.18E+02,2.34E+02,-4.36E-03,,,
3.16E+02,2.27E+02,9.75E-03,3.16E+02,2.27E+02,9.31E-03,,,
3.17E+02,2.27E+02,1.27E-02,3.16E+02,2.27E+02,1.22E-02,,,
3.17E+02,2.28E+02,1.55E-02,3.17E+02,2.28E+02,1.45E-02,,,
3.17E+02,2.28E+02,1.30E-02,3.17E+02,2.28E+02,1.21E-02,,,
3.17E+02,2.28E+02,1.22E-02,3.17E+02,2.28E+02,1.13E-02,,,
3.18E+02,2.27E+02,1.64E-02,3.18E+02,2.27E+02,1.56E-02,,,
3.17E+02,2.22E+02,1.45E-02,3.17E+02,2.22E+02,1.20E-02,,,
3.17E+02,2.23E+02,1.42E-02,3.17E+02,2.23E+02,1.20E-02,,,
3.18E+02,2.22E+02,2.09E-02,3.18E+02,2.22E+02,1.85E-02,,,
3.19E+02,2.23E+02,2.21E-02,3.18E+02,2.23E+02,1.94E-02,,,
3.19E+02,2.23E+02,2.13E-02,3.19E+02,2.23E+02,1.87E-02,,,
3.19E+02,2.23E+02,2.31E-02,3.19E+02,2.23E+02,2.05E-02,,,
3.19E+02,2.22E+02,2.38E-02,3.19E+02,2.22E+02,2.11E-02,,,
3.19E+02,2.23E+02,2.34E-02,3.19E+02,2.22E+02,2.07E-02,,,
3.18E+02,2.19E+02,2.13E-02,3.18E+02,2.19E+02,1.90E-02,,,
3.19E+02,2.16E+02,2.39E-02,3.18E+02,2.16E+02,2.10E-02,,,
3.19E+02,2.16E+02,2.64E-02,3.19E+02,2.16E+02,2.40E-02,,,
3.19E+02,2.13E+02,2.75E-02,3.19E+02,2.13E+02,2.52E-02,,,
3.18E+02,2.06E+02,2.69E-02,3.18E+02,2.06E+02,2.49E-02,,,
3.19E+02,2.04E+02,3.35E-02,3.19E+02,2.04E+02,3.12E-02,,,
3.19E+02,2.03E+02,3.55E-02,3.19E+02,2.03E+02,3.29E-02,,,
3.18E+02,2.01E+02,3.16E-02,3.18E+02,2.01E+02,2.95E-02,,,
3.17E+02,1.99E+02,2.64E-02,3.17E+02,1.99E+02,2.49E-02,,,
3.17E+02,1.98E+02,2.64E-02,3.17E+02,1.97E+02,2.49E-02,,,
3.16E+02,1.96E+02,2.26E-02,3.16E+02,1.96E+02,2.12E-02,,,
3.15E+02,1.93E+02,1.99E-02,3.15E+02,1.93E+02,1.87E-02,,,
3.14E+02,1.93E+02,1.43E-02,3.14E+02,1.93E+02,1.33E-02,,,
3.14E+02,1.91E+02,1.24E-02,3.14E+02,1.91E+02,1.14E-02,,,
3.14E+02,1.90E+02,1.51E-02,3.14E+02,1.90E+02,1.37E-02,,,
3.13E+02,1.89E+02,1.08E-02,3.13E+02,1.89E+02,9.38E-03,,,
3.13E+02,1.87E+02,1.14E-02,3.13E+02,1.87E+02,1.02E-02,,,
3.14E+02,1.86E+02,1.70E-02,3.14E+02,1.86E+02,1.56E-02,,,
3.14E+02,1.85E+02,1.52E-02,3.14E+02,1.85E+02,1.36E-02,,,
3.14E+02,1.84E+02,1.58E-02,3.14E+02,1.84E+02,1.45E-02,,,
3.15E+02,1.84E+02,1.98E-02,3.15E+02,1.84E+02,1.86E-02,,,
3.14E+02,1.82E+02,1.64E-02,3.14E+02,1.82E+02,1.51E-02,,,
3.15E+02,1.80E+02,1.99E-02,3.14E+02,1.80E+02,1.85E-02,,,
3.15E+02,1.78E+02,2.18E-02,3.15E+02,1.78E+02,1.99E-02,,,
3.15E+02,1.77E+02,2.24E-02,3.15E+02,1.77E+02,2.08E-02,,,
3.15E+02,1.77E+02,2.34E-02,3.15E+02,1.77E+02,2.19E-02,,,
3.16E+02,1.76E+02,2.52E-02,3.15E+02,1.76E+02,2.37E-02,,,
3.15E+02,1.74E+02,2.44E-02,3.15E+02,1.74E+02,2.26E-02,,,
3.15E+02,1.73E+02,2.39E-02,3.15E+02,1.73E+02,2.20E-02,,,
3.15E+02,1.71E+02,2.77E-02,3.15E+02,1.71E+02,2.60E-02,,,
3.17E+02,1.66E+02,3.40E-02,3.16E+02,1.66E+02,3.16E-02,,,
3.16E+02,1.66E+02,3.19E-02,3.16E+02,1.66E+02,2.93E-02,,,
3.15E+02,1.62E+02,2.64E-02,3.15E+02,1.62E+02,2.39E-02,,,
3.16E+02,1.61E+02,3.06E-02,3.16E+02,1.61E+02,2.80E-02,,,
3.18E+02,1.57E+02,3.76E-02,3.18E+02,1.57E+02,3.54E-02,,,
3.17E+02,1.54E+02,3.52E-02,3.17E+02,1.54E+02,3.31E-02,,,
3.17E+02,1.49E+02,3.15E-02,3.17E+02,1.49E+02,2.90E-02,,,
3.17E+02,1.46E+02,2.95E-02,3.16E+02,1.46E+02,2.83E-02,,,
3.17E+02,1.45E+02,3.15E-02,3.17E+02,1.45E+02,2.94E-02,,,
3.16E+02,1.40E+02,2.93E-02,3.16E+02,1.40E+02,2.74E-02,,,
3.17E+02,1.35E+02,3.78E-02,3.17E+02,1.35E+02,3.61E-02,,,
3.18E+02,1.35E+02,4.64E-02,3.18E+02,1.35E+02,4.45E-02,,,
3.14E+02,1.33E+02,2.29E-02,3.13E+02,1.33E+02,2.12E-02,,,
3.16E+02,1.32E+02,3.35E-02,3.16E+02,1.32E+02,3.10E-02,,,
3.20E+02,1.28E+02,5.48E-02,3.20E+02,1.28E+02,5.23E-02,,,
3.19E+02,1.28E+02,5.03E-02,3.19E+02,1.28E+02,4.81E-02,,,
3.18E+02,1.28E+02,4.72E-02,3.18E+02,1.28E+02,4.51E-02,,,
3.16E+02,1.26E+02,3.96E-02,3.16E+02,1.26E+02,3.82E-02,,,
3.15E+02,1.26E+02,3.13E-02,3.15E+02,1.26E+02,3.00E-02,,,
3.17E+02,1.21E+02,4.51E-02,3.16E+02,1.21E+02,4.34E-02,,,
3.14E+02,1.20E+02,3.32E-02,3.14E+02,1.20E+02,3.17E-02,,,
3.15E+02,1.17E+02,3.90E-02,3.15E+02,1.17E+02,3.71E-02,,,
3.13E+02,1.16E+02,2.87E-02,3.13E+02,1.16E+02,2.71E-02,,,
3.13E+02,1.14E+02,3.02E-02,3.13E+02,1.14E+02,2.91E-02,,,
3.12E+02,1.11E+02,2.82E-02,3.12E+02,1.11E+02,2.65E-02,,,
3.13E+02,1.08E+02,3.43E-02,3.13E+02,1.08E+02,3.23E-02,,,
3.13E+02,1.05E+02,3.27E-02,3.12E+02,1.05E+02,3.07E-02,,,
3.13E+02,1.03E+02,3.34E-02,3.12E+02,1.03E+02,3.12E-02,,,
3.12E+02,1.01E+02,3.08E-02,3.12E+02,1.01E+02,2.82E-02,,,
3.11E+02,9.97E+01,2.64E-02,3.10E+02,9.96E+01,2.35E-02,,,
3.11E+02,9.96E+01,2.87E-02,3.11E+02,9.95E+01,2.58E-02,,,
3.11E+02,9.68E+01,2.96E-02,3.11E+02,9.67E+01,2.72E-02,,,
3.12E+02,9.48E+01,3.21E-02,3.11E+02,9.47E+01,2.92E-02,,,
3.11E+02,9.39E+01,2.81E-02,3.10E+02,9.38E+01,2.59E-02,,,
3.09E+02,9.22E+01,2.23E-02,3.09E+02,9.21E+01,1.95E-02,,,
3.09E+02,9.00E+01,2.10E-02,3.09E+02,8.99E+01,1.76E-02,,,
3.09E+02,8.95E+01,2.27E-02,3.09E+02,8.94E+01,1.99E-02,,,
3.10E+02,8.67E+01,2.54E-02,3.10E+02,8.66E+01,2.27E-02,,,
3.09E+02,8.32E+01,2.43E-02,3.09E+02,8.30E+01,2.17E-02,,,
3.10E+02,8.11E+01,2.55E-02,3.09E+02,8.10E+01,2.28E-02,,,
3.10E+02,7.76E+01,2.77E-02,3.10E+02,7.75E+01,2.52E-02,,,
3.09E+02,7.60E+01,2.15E-02,3.08E+02,7.59E+01,1.97E-02,,,
3.09E+02,7.52E+01,2.66E-02,3.09E+02,7.50E+01,2.49E-02,,,
3.10E+02,7.48E+01,2.86E-02,3.10E+02,7.47E+01,2.66E-02,,,
3.11E+02,7.26E+01,3.37E-02,3.11E+02,7.24E+01,3.15E-02,,,
3.09E+02,7.11E+01,2.51E-02,3.09E+02,7.10E+01,2.16E-02,,,
3.11E+02,6.96E+01,3.60E-02,3.11E+02,6.95E+01,3.24E-02,,,
3.11E+02,6.64E+01,3.86E-02,3.11E+02,6.63E+01,3.48E-02,,,
